cent_price_cor,cent_trans_cor
-0.1463677408469365,0.31500722635905404
-0.14637492491752035,0.31501335921522255
-0.1463867782308851,0.31502347808378567
-0.14639398668946327,0.3150296317593572
-0.1463994244598186,0.3150342738439633
-0.14640092409000155,0.3150355540396561
-0.14640586371758332,0.3150397708725966
-0.14641307045103488,0.315045923075472
-0.1464439960647883,0.31507232347603303
-0.14644680977339378,0.31507472546665605
-0.1464469945668572,0.3150748832200799
-0.1464540025680045,0.31508086577030175
-0.14645795487083704,0.3150842397495136
-0.14645869512803106,0.3150848716880289
-0.14646158679096397,0.315087340226255
-0.14648520617336794,0.3151075034851458
-0.14650090150794623,0.3151209021883409
-0.14650553657388335,0.31512485902484355
-0.1465230133375549,0.3151397784882087
-0.14654466867355614,0.3151582650912321
-0.14657355555344817,0.31518292507716444
-0.14658281630837988,0.31519083074531523
-0.14658981657623918,0.3151968066938281
-0.14660258510199603,0.3152077068556565
-0.14661964628607693,0.31522227154942045
-0.14662076405947885,0.3152232257638067
-0.1466289474075136,0.31523021167741766
-0.14663893319820337,0.31523873628993565
-0.1466505996673783,0.31524869565442254
-0.1466569444396122,0.3152541120231898
-0.14666187148486134,0.3152583181149168
-0.14666203005238945,0.31525845347993464
-0.14666557810266734,0.31526148235914436
-0.14666950159522033,0.315264831743762
-0.14667418602413054,0.31526883072016443
-0.14667509693253133,0.3152696083392231
-0.14668243144575513,0.3152758696244015
-0.14668942981231364,0.31528184394982284
-0.14669636699410155,0.31528776604338016
-0.14669898632591666,0.31529000209953967
-0.14669979725672894,0.31529069437030405
-0.14671704670999752,0.3153054197846282
-0.1467247175146409,0.3153119681531368
-0.14673384129063813,0.31531975688589653
-0.14674700958987882,0.31533099832405953
-0.14675324330145215,0.3153363198831991
-0.14675623255123688,0.31533887172880914
-0.14675804443985763,0.31534041849149397
-0.14675811285496163,0.31534047689570754
-0.1467599158181355,0.31534201603896805
-0.14676434159388935,0.31534579420982756
-0.14677967594731056,0.31535888475269896
-0.14678645008723493,0.3153646676616134
-0.14679792943389866,0.3153744672844283
-0.14686070749332783,0.31542805929810946
-0.14686932887939577,0.31543541915351603
-0.14687962108720334,0.3154442053464415
-0.14688152000010382,0.31544582639951435
-0.14688538329975354,0.3154491243989996
-0.14689484428937105,0.3154572010023484
-0.14690147891259048,0.31546286480944247
-0.14690492806614744,0.3154658092630668
-0.1469233181147976,0.31548150837431393
-0.14692709345426713,0.31548473128445703
-0.1469417695874358,0.3154972599216388
-0.14695682657380335,0.3155101136833948
-0.14695751070905824,0.31551069771205503
-0.14695996123638105,0.31551278966416385
-0.1469678751150099,0.31551954553867806
-0.14697052720178524,0.3155218095569042
-0.1470052578739712,0.3155514582379222
-0.14700594933376673,0.31555204851935426
-0.14703693954502386,0.3155785040651417
-0.14705519451967633,0.3155940878671933
-0.14705563561093618,0.31559446441544986
-0.14706127265114888,0.31559927661160486
-0.14706378784013716,0.31560142376371336
-0.1470671787322741,0.3156043184810628
-0.14707699079972164,0.31561269479051984
-0.14707967366924973,0.3156149850871897
-0.14710271865683483,0.3156346580000063
-0.14710990913691663,0.31564079632779823
-0.14712636464980441,0.31565484397565213
-0.1471389361153736,0.31566557591226985
-0.14714974866654235,0.31567480630893124
-0.14717387449938177,0.31569540191152484
-0.14718290187336422,0.31570310834836557
-0.14718534937891864,0.31570519772086847
-0.14719534932917164,0.3157137344210411
-0.14720916117143862,0.3157255252353235
-0.1472274487257007,0.3157411368497493
-0.14723633584884493,0.3157487235580589
-0.14724018347353648,0.3157520081762358
-0.14724167419132547,0.31575328076364717
-0.14726906894769412,0.3157766669621288
-0.14727531394629553,0.31578199815671376
-0.14727807363514547,0.31578435403206173
-0.14728059255300363,0.3157865043674105
-0.14728162301564868,0.31578738404685064
-0.14728708971221582,0.3157920508250193
-0.14729375665072403,0.3157977422188437
-0.14729766366427516,0.3158010775357616
-0.14730931241836365,0.3158110217773351
-0.14731594798678155,0.31581668639132077
-0.14732093567258073,0.31582094425032464
-0.14732157421898365,0.3158214893609552
-0.1473230182218846,0.315822722069069
-0.14733172009755666,0.3158301506363791
-0.14734574855331886,0.3158421263680275
-0.1473672719189025,0.31586050031130186
-0.1473682858620166,0.3158613658884436
-0.14737683284281852,0.3158686622259894
-0.14737707682598333,0.3158688705081381
-0.14737869264668832,0.31587024989268925
-0.14737907103077139,0.31587057290944287
-0.14738317624715086,0.31587407742701434
-0.14738832749363576,0.31587847491356624
-0.14739593240327517,0.31588496702920577
-0.14739614571272275,0.31588514912599147
-0.14739719817480987,0.3158860475857891
-0.14742423325610926,0.3159091267389207
-0.14743514214582448,0.31591843937731984
-0.1474410439883993,0.3159234776284364
-0.14745041040960005,0.3159314735011617
-0.14746950977922224,0.3159477781414676
-0.14746967670871547,0.3159479206448798
-0.1474710577895583,0.3159490996380519
-0.14748951977370386,0.3159648601587801
-0.1474897743701036,0.3159650775011743
-0.14749033297741726,0.3159655543698617
-0.14749526224089635,0.31596976235523444
-0.14750860694897353,0.31598115438908114
-0.14751401985759802,0.3159857752498675
-0.1475166300709942,0.31598800352186746
-0.1475187943685211,0.31598985112696587
-0.14752608455629845,0.31599607457265144
-0.14752810380147227,0.3159977983502891
-0.14755579924608378,0.31602144123858517
-0.14755647748681952,0.3160220202352461
-0.14757996428091932,0.31604207030691395
-0.14758297541563203,0.31604464083512374
-0.14759395966240269,0.31605401780390174
-0.14759880219348256,0.31605815174805746
-0.147602397953131,0.316061221355529
-0.14760739236887438,0.31606548495971304
-0.1476528214805199,0.31610426662316315
-0.14768196049855103,0.3161291418529358
-0.14768692574668807,0.31613338055748497
-0.14768990173547128,0.31613592108251926
-0.14770538108967934,0.31614913540883066
